,acc_g
0,0.00056653353
1,0.00056653353
2,0.00061736704
3,0.00069482817
4,0.00069482817
5,0.00061736704
6,0.00056653353
7,0.00069482817
8,0.0007504652
9,0.0007504652
10,0.00069482817
11,0.00056653353
12,0.00056653353
13,0.00069482817
14,0.0007504652
15,0.0007504652
16,0.00069482817
17,0.00056653353
18,0.00061736704
19,0.00069482817
20,0.00069482817
21,0.00061736704
22,0.00056653353
23,0.00056653353
24,0.00046318234
25,0.00046318234
26,0.0004875588
27,0.0006066008
28,0.00069068477
29,0.00069068477
30,0.0006066008
31,0.0004875588
32,0.0004875588
33,0.0006565331
34,0.00078650174
35,0.0008709967
36,0.0008709967
37,0.00078650174
38,0.0006565331
39,0.0004875588
40,0.0006066008
41,0.00078650174
42,0.00089882984
43,0.0009451304
44,0.0009451304
45,0.00089882984
46,0.00078650174
47,0.0006066008
48,0.00046318234
49,0.00069068477
50,0.0008709967
51,0.0009451304
52,0.0009657638
53,0.0009657638
54,0.0009451304
55,0.0008709967
56,0.00069068477
57,0.00046318234
58,0.00046318234
59,0.00069068477
60,0.0008709967
61,0.0009451304
62,0.0009657638
63,0.0009657638
64,0.0009451304
65,0.0008709967
66,0.00069068477
67,0.00046318234
68,0.0006066008
69,0.00078650174
70,0.00089882984
71,0.0009451304
72,0.0009451304
73,0.00089882984
74,0.00078650174
75,0.0006066008
76,0.0004875588
77,0.0006565331
78,0.00078650174
79,0.0008709967
80,0.0008709967
81,0.00078650174
82,0.0006565331
83,0.0004875588
84,0.0004875588
85,0.0006066008
86,0.00069068477
87,0.00069068477
88,0.0006066008
89,0.0004875588
90,0.00046318234
91,0.00046318234
92,0.000403278
93,0.00046789023
94,0.00046789023
95,0.000403278
96,0.00038767254
97,0.0005225493
98,0.0006316475
99,0.0007002061
100,0.0007002061
101,0.0006316475
102,0.0005225493
103,0.00038767254
104,0.00038767254
105,0.0005906722
106,0.00073213043
107,0.00078950793
108,0.000808382
109,0.000808382
110,0.00078950793
111,0.00073213043
112,0.0005906722
113,0.00038767254
114,0.0005225493
115,0.00073213043
116,0.0008149678
117,0.0008405024
118,0.00085212133
119,0.00085212133
120,0.0008405024
121,0.0008149678
122,0.00073213043
123,0.0005225493
124,0.000403278
125,0.0006316475
126,0.00078950793
127,0.0008405024
128,0.0008697977
129,0.00088838435
130,0.00088838435
131,0.0008697977
132,0.0008405024
133,0.00078950793
134,0.0006316475
135,0.000403278
136,0.00046789023
137,0.0007002061
138,0.000808382
139,0.0008521213
140,0.00088838435
141,0.00091784674
142,0.00091784674
143,0.00088838435
144,0.0008521213
145,0.000808382
146,0.0007002061
147,0.00046789023
148,0.00046789023
149,0.0007002061
150,0.000808382
151,0.0008521213
152,0.00088838435
153,0.00091784674
154,0.00091784674
155,0.00088838435
156,0.0008521213
157,0.000808382
158,0.0007002061
159,0.00046789023
160,0.000403278
161,0.0006316475
162,0.00078950793
163,0.0008405024
164,0.0008697977
165,0.00088838435
166,0.00088838435
167,0.0008697977
168,0.0008405024
169,0.00078950793
170,0.0006316475
171,0.000403278
172,0.0005225493
173,0.00073213043
174,0.0008149678
175,0.0008405024
176,0.00085212133
177,0.00085212133
178,0.0008405024
179,0.0008149678
180,0.00073213043
181,0.0005225493
182,0.00038767254
183,0.0005906722
184,0.00073213043
185,0.00078950793
186,0.000808382
187,0.000808382
188,0.00078950793
189,0.00073213043
190,0.0005906722
191,0.00038767254
192,0.00038767254
193,0.0005225493
194,0.0006316475
195,0.0007002061
196,0.0007002061
197,0.0006316475
198,0.0005225493
199,0.00038767254
200,0.000403278
201,0.00046789023
202,0.00046789023
203,0.000403278
204,0.00036344037
205,0.00036344037
206,0.00033740044
207,0.00043410642
208,0.00052296225
209,0.0005784537
210,0.0005784537
211,0.00052296225
212,0.00043410642
213,0.00033740044
214,0.0003816836
215,0.0005373172
216,0.00062516215
217,0.00066224
218,0.0006709109
219,0.0006709109
220,0.00066224
221,0.00062516215
222,0.0005373172
223,0.0003816836
224,0.00033740047
225,0.0005373172
226,0.0006461565
227,0.0006859403
228,0.0007165436
229,0.00073085923
230,0.00073085923
231,0.0007165436
232,0.0006859403
233,0.0006461565
234,0.0005373172
235,0.00033740047
236,0.00043410642
237,0.0006251622
238,0.0006859403
239,0.00072807784
240,0.000769227
241,0.00079281494
242,0.00079281494
243,0.000769227
244,0.00072807784
245,0.0006859403
246,0.0006251622
247,0.00043410642
248,0.00052296225
249,0.00066224
250,0.00071654364
251,0.000769227
252,0.0008190225
253,0.000849148
254,0.000849148
255,0.0008190225
256,0.000769227
257,0.00071654364
258,0.00066224
259,0.00052296225
260,0.00036344037
261,0.0005784537
262,0.0006709109
263,0.00073085923
264,0.00079281494
265,0.0008491481
266,0.0008866977
267,0.0008866977
268,0.0008491481
269,0.00079281494
270,0.00073085923
271,0.0006709109
272,0.0005784537
273,0.00036344037
274,0.00036344037
275,0.0005784537
276,0.0006709109
277,0.00073085923
278,0.00079281494
279,0.0008491481
280,0.0008866977
281,0.0008866977
282,0.0008491481
283,0.00079281494
284,0.00073085923
285,0.0006709109
286,0.0005784537
287,0.00036344037
288,0.00052296225
289,0.00066224
290,0.00071654364
291,0.000769227
292,0.0008190225
293,0.000849148
294,0.000849148
295,0.0008190225
296,0.000769227
297,0.00071654364
298,0.00066224
299,0.00052296225
300,0.00043410642
301,0.0006251622
302,0.0006859403
303,0.00072807784
304,0.000769227
305,0.00079281494
306,0.00079281494
307,0.000769227
308,0.00072807784
309,0.0006859403
310,0.0006251622
311,0.00043410642
312,0.00033740047
313,0.0005373172
314,0.0006461565
315,0.0006859403
316,0.0007165436
317,0.00073085923
318,0.00073085923
319,0.0007165436
320,0.0006859403
321,0.0006461565
322,0.0005373172
323,0.00033740047
324,0.0003816836
325,0.0005373172
326,0.00062516215
327,0.00066224
328,0.0006709109
329,0.0006709109
330,0.00066224
331,0.00062516215
332,0.0005373172
333,0.0003816836
334,0.00033740044
335,0.00043410642
336,0.00052296225
337,0.0005784537
338,0.0005784537
339,0.00052296225
340,0.00043410642
341,0.00033740044
342,0.00036344037
343,0.00036344037
344,0.00027486484
345,0.00033711156
346,0.00037521054
347,0.00037521054
348,0.00033711156
349,0.00027486484
350,0.00029315273
351,0.00038373168
352,0.000453806
353,0.0004942636
354,0.0005129413
355,0.0005129413
356,0.0004942636
357,0.000453806
358,0.00038373168
359,0.00029315273
360,0.00029315273
361,0.00042668704
362,0.0005067265
363,0.00053185725
364,0.0005535904
365,0.00056930445
366,0.00056930445
367,0.0005535904
368,0.00053185725
369,0.0005067265
370,0.00042668704
371,0.00029315273
372,0.00038373168
373,0.0005067265
374,0.0005396529
375,0.00057688396
376,0.00061412883
377,0.0006405836
378,0.0006405836
379,0.00061412883
380,0.00057688396
381,0.0005396529
382,0.0005067265
383,0.00038373168
384,0.00027486487
385,0.000453806
386,0.00053185725
387,0.00057688396
388,0.00064198906
389,0.00068604626
390,0.0007149892
391,0.0007149892
392,0.00068604626
393,0.00064198906
394,0.00057688396
395,0.00053185725
396,0.000453806
397,0.00027486487
398,0.00033711156
399,0.0004942636
400,0.0005535904
401,0.00061412883
402,0.0006860463
403,0.0007457546
404,0.00078613043
405,0.00078613043
406,0.0007457546
407,0.0006860463
408,0.00061412883
409,0.0005535904
410,0.0004942636
411,0.00033711156
412,0.00037521054
413,0.0005129413
414,0.00056930445
415,0.00064058363
416,0.0007149892
417,0.00078613043
418,0.0008305022
419,0.0008305022
420,0.00078613043
421,0.0007149892
422,0.00064058363
423,0.00056930445
424,0.0005129413
425,0.00037521054
426,0.00037521054
427,0.0005129413
428,0.00056930445
429,0.00064058363
430,0.0007149892
431,0.00078613043
432,0.0008305022
433,0.0008305022
434,0.00078613043
435,0.0007149892
436,0.00064058363
437,0.00056930445
438,0.0005129413
439,0.00037521054
440,0.00033711156
441,0.0004942636
442,0.0005535904
443,0.00061412883
444,0.0006860463
445,0.0007457546
446,0.00078613043
447,0.00078613043
448,0.0007457546
449,0.0006860463
450,0.00061412883
451,0.0005535904
452,0.0004942636
453,0.00033711156
454,0.00027486487
455,0.000453806
456,0.00053185725
457,0.00057688396
458,0.00064198906
459,0.00068604626
460,0.0007149892
461,0.0007149892
462,0.00068604626
463,0.00064198906
464,0.00057688396
465,0.00053185725
466,0.000453806
467,0.00027486487
468,0.00038373168
469,0.0005067265
470,0.0005396529
471,0.00057688396
472,0.00061412883
473,0.0006405836
474,0.0006405836
475,0.00061412883
476,0.00057688396
477,0.0005396529
478,0.0005067265
479,0.00038373168
480,0.00029315273
481,0.00042668704
482,0.0005067265
483,0.00053185725
484,0.0005535904
485,0.00056930445
486,0.00056930445
487,0.0005535904
488,0.00053185725
489,0.0005067265
490,0.00042668704
491,0.00029315273
492,0.00029315273
493,0.00038373168
494,0.000453806
495,0.0004942636
496,0.0005129413
497,0.0005129413
498,0.0004942636
499,0.000453806
500,0.00038373168
501,0.00029315273
502,0.00027486484
503,0.00033711156
504,0.00037521054
505,0.00037521054
506,0.00033711156
507,0.00027486484
508,0.00016083718
509,0.00016083718
510,0.00022589914
511,0.00027420052
512,0.00030690286
513,0.0003252704
514,0.0003252704
515,0.00030690286
516,0.00027420052
517,0.00022589914
518,0.00026179128
519,0.00033008066
520,0.00036581248
521,0.00038346724
522,0.0003912269
523,0.0003912269
524,0.00038346724
525,0.00036581248
526,0.00033008066
527,0.00026179128
528,0.00026179128
529,0.00035230748
530,0.00038331654
531,0.00040367298
532,0.00042521572
533,0.0004380741
534,0.0004380741
535,0.00042521572
536,0.00040367298
537,0.00038331654
538,0.00035230748
539,0.00026179128
540,0.00022589914
541,0.00033008066
542,0.00038331657
543,0.00042047448
544,0.000455931
545,0.00048655857
546,0.0005048679
547,0.0005048679
548,0.00048655857
549,0.000455931
550,0.00042047448
551,0.00038331657
552,0.00033008066
553,0.00022589914
554,0.0002742005
555,0.00036581248
556,0.00040367298
557,0.000455931
558,0.0005070944
559,0.0005584
560,0.0005885108
561,0.0005885108
562,0.0005584
563,0.0005070944
564,0.000455931
565,0.00040367298
566,0.00036581248
567,0.0002742005
568,0.00030690286
569,0.00038346727
570,0.00042521572
571,0.0004865586
572,0.0005584
573,0.00062591967
574,0.00065649237
575,0.00065649237
576,0.00062591967
577,0.0005584
578,0.0004865586
579,0.00042521572
580,0.00038346727
581,0.00030690286
582,0.00016083718
583,0.00032527043
584,0.00039122687
585,0.0004380741
586,0.00050486793
587,0.0005885109
588,0.0006564923
589,0.0006973637
590,0.0006973637
591,0.0006564923
592,0.0005885109
593,0.00050486793
594,0.0004380741
595,0.00039122687
596,0.00032527043
597,0.00016083718
598,0.00016083718
599,0.00032527043
600,0.00039122687
601,0.0004380741
602,0.00050486793
603,0.0005885109
604,0.0006564923
605,0.0006973637
606,0.0006973637
607,0.0006564923
608,0.0005885109
609,0.00050486793
610,0.0004380741
611,0.00039122687
612,0.00032527043
613,0.00016083718
614,0.00030690286
615,0.00038346727
616,0.00042521572
617,0.0004865586
618,0.0005584
619,0.00062591967
620,0.00065649237
621,0.00065649237
622,0.00062591967
623,0.0005584
624,0.0004865586
625,0.00042521572
626,0.00038346727
627,0.00030690286
628,0.0002742005
629,0.00036581248
630,0.00040367298
631,0.000455931
632,0.0005070944
633,0.0005584
634,0.0005885108
635,0.0005885108
636,0.0005584
637,0.0005070944
638,0.000455931
639,0.00040367298
640,0.00036581248
641,0.0002742005
642,0.00022589914
643,0.00033008066
644,0.00038331657
645,0.00042047448
646,0.000455931
647,0.00048655857
648,0.0005048679
649,0.0005048679
650,0.00048655857
651,0.000455931
652,0.00042047448
653,0.00038331657
654,0.00033008066
655,0.00022589914
656,0.00026179128
657,0.00035230748
658,0.00038331654
659,0.00040367298
660,0.00042521572
661,0.0004380741
662,0.0004380741
663,0.00042521572
664,0.00040367298
665,0.00038331654
666,0.00035230748
667,0.00026179128
668,0.00026179128
669,0.00033008066
670,0.00036581248
671,0.00038346724
672,0.0003912269
673,0.0003912269
674,0.00038346724
675,0.00036581248
676,0.00033008066
677,0.00026179128
678,0.00022589914
679,0.00027420052
680,0.00030690286
681,0.0003252704
682,0.0003252704
683,0.00030690286
684,0.00027420052
685,0.00022589914
686,0.00016083718
687,0.00016083718
688,9.2264214e-05
689,0.00014416255
690,0.00014416255
691,9.2264214e-05
692,0.00013828592
693,0.0001768959
694,0.0002022299
695,0.00021667585
696,0.00021667585
697,0.0002022299
698,0.0001768959
699,0.00013828592
700,7.7072116e-05
701,0.00016033252
702,0.00021621444
703,0.00023554591
704,0.00023996056
705,0.00023612208
706,0.00023612208
707,0.00023996056
708,0.00023554591
709,0.00021621444
710,0.00016033252
711,7.7072116e-05
712,0.00016033252
713,0.00022048198
714,0.00023763304
715,0.00026150083
716,0.00027361032
717,0.00027623854
718,0.00027623854
719,0.00027361032
720,0.00026150083
721,0.00023763304
722,0.00022048198
723,0.00016033252
724,0.00013828592
725,0.00021621444
726,0.00023763305
727,0.00027008684
728,0.00029972658
729,0.00032101446
730,0.0003254978
731,0.0003254978
732,0.00032101446
733,0.00029972658
734,0.00027008684
735,0.00023763305
736,0.00021621444
737,0.00013828592
738,0.00017689589
739,0.00023554589
740,0.00026150083
741,0.00029972658
742,0.0003377388
743,0.0003795258
744,0.00038215265
745,0.00038215265
746,0.0003795258
747,0.0003377388
748,0.00029972658
749,0.00026150083
750,0.00023554589
751,0.00017689589
752,9.2264214e-05
753,0.0002022299
754,0.00023996054
755,0.00027361032
756,0.00032101446
757,0.0003795258
758,0.00041061707
759,0.0003962804
760,0.0003962804
761,0.00041061707
762,0.0003795258
763,0.00032101446
764,0.00027361032
765,0.00023996054
766,0.0002022299
767,9.2264214e-05
768,0.00014416255
769,0.00021667586
770,0.00023612208
771,0.00027623854
772,0.0003254978
773,0.00038215268
774,0.0003962804
775,0.00027682655
776,0.00027682655
777,0.0003962804
778,0.00038215268
779,0.0003254978
780,0.00027623854
781,0.00023612208
782,0.00021667586
783,0.00014416255
784,0.00014416255
785,0.00021667586
786,0.00023612208
787,0.00027623854
788,0.0003254978
789,0.00038215268
790,0.0003962804
791,0.00027682655
792,0.00027682655
793,0.0003962804
794,0.00038215268
795,0.0003254978
796,0.00027623854
797,0.00023612208
798,0.00021667586
799,0.00014416255
800,9.2264214e-05
801,0.0002022299
802,0.00023996054
803,0.00027361032
804,0.00032101446
805,0.0003795258
806,0.00041061707
807,0.0003962804
808,0.0003962804
809,0.00041061707
810,0.0003795258
811,0.00032101446
812,0.00027361032
813,0.00023996054
814,0.0002022299
815,9.2264214e-05
816,0.00017689589
817,0.00023554589
818,0.00026150083
819,0.00029972658
820,0.0003377388
821,0.0003795258
822,0.00038215265
823,0.00038215265
824,0.0003795258
825,0.0003377388
826,0.00029972658
827,0.00026150083
828,0.00023554589
829,0.00017689589
830,0.00013828592
831,0.00021621444
832,0.00023763305
833,0.00027008684
834,0.00029972658
835,0.00032101446
836,0.0003254978
837,0.0003254978
838,0.00032101446
839,0.00029972658
840,0.00027008684
841,0.00023763305
842,0.00021621444
843,0.00013828592
844,0.00016033252
845,0.00022048198
846,0.00023763304
847,0.00026150083
848,0.00027361032
849,0.00027623854
850,0.00027623854
851,0.00027361032
852,0.00026150083
853,0.00023763304
854,0.00022048198
855,0.00016033252
856,7.7072116e-05
857,0.00016033252
858,0.00021621444
859,0.00023554591
860,0.00023996056
861,0.00023612208
862,0.00023612208
863,0.00023996056
864,0.00023554591
865,0.00021621444
866,0.00016033252
867,7.7072116e-05
868,0.00013828592
869,0.0001768959
870,0.0002022299
871,0.00021667585
872,0.00021667585
873,0.0002022299
874,0.0001768959
875,0.00013828592
876,9.2264214e-05
877,0.00014416255
878,0.00014416255
879,9.2264214e-05
880,5.411612e-06
881,2.571507e-05
882,6.1735715e-05
883,6.1735715e-05
884,2.571507e-05
885,5.411612e-06
886,1.5676971e-05
887,3.817735e-05
888,5.7504454e-05
889,7.1552946e-05
890,6.94384e-05
891,6.94384e-05
892,7.1552946e-05
893,5.7504454e-05
894,3.817735e-05
895,1.5676971e-05
896,1.3831045e-05
897,5.282175e-05
898,7.441993e-05
899,8.245332e-05
900,8.24799e-05
901,8.0154125e-05
902,8.0154125e-05
903,8.24799e-05
904,8.245332e-05
905,7.441993e-05
906,5.282175e-05
907,1.3831045e-05
908,1.5676975e-05
909,5.2821746e-05
910,7.66344e-05
911,7.717732e-05
912,8.8762936e-05
913,9.064619e-05
914,9.4471005e-05
915,9.4471005e-05
916,9.064619e-05
917,8.8762936e-05
918,7.717732e-05
919,7.66344e-05
920,5.2821746e-05
921,1.5676975e-05
922,3.817736e-05
923,7.4419906e-05
924,7.717731e-05
925,9.141487e-05
926,0.0001090118
927,0.000113285314
928,0.000113477145
929,0.000113477145
930,0.000113285314
931,0.0001090118
932,9.141487e-05
933,7.717731e-05
934,7.4419906e-05
935,3.817736e-05
936,5.4116153e-06
937,5.7504458e-05
938,8.245331e-05
939,8.876293e-05
940,0.0001090118
941,0.00012823238
942,0.00013143528
943,0.00012372273
944,0.00012372273
945,0.00013143528
946,0.00012823238
947,0.0001090118
948,8.876293e-05
949,8.245331e-05
950,5.7504458e-05
951,5.4116153e-06
952,2.5715071e-05
953,7.155295e-05
954,8.2479884e-05
955,9.064617e-05
956,0.000113285314
957,0.0001314353
958,0.00013319838
959,0.00010019853
960,0.00010019853
961,0.00013319838
962,0.0001314353
963,0.000113285314
964,9.064617e-05
965,8.2479884e-05
966,7.155295e-05
967,2.5715071e-05
968,6.173571e-05
969,6.94384e-05
970,8.015414e-05
971,9.447102e-05
972,0.00011347715
973,0.00012372273
974,0.00010019852
975,1.8002329e-05
976,1.8002329e-05
977,0.00010019852
978,0.00012372273
979,0.00011347715
980,9.447102e-05
981,8.015414e-05
982,6.94384e-05
983,6.173571e-05
984,6.173571e-05
985,6.94384e-05
986,8.015414e-05
987,9.447102e-05
988,0.00011347715
989,0.00012372273
990,0.00010019852
991,1.8002329e-05
992,1.8002329e-05
993,0.00010019852
994,0.00012372273
995,0.00011347715
996,9.447102e-05
997,8.015414e-05
998,6.94384e-05
999,6.173571e-05
1000,2.5715071e-05
1001,7.155295e-05
1002,8.2479884e-05
1003,9.064617e-05
1004,0.000113285314
1005,0.0001314353
1006,0.00013319838
1007,0.00010019853
1008,0.00010019853
1009,0.00013319838
1010,0.0001314353
1011,0.000113285314
1012,9.064617e-05
1013,8.2479884e-05
1014,7.155295e-05
1015,2.5715071e-05
1016,5.4116153e-06
1017,5.7504458e-05
1018,8.245331e-05
1019,8.876293e-05
1020,0.0001090118
1021,0.00012823238
1022,0.00013143528
1023,0.00012372273
1024,0.00012372273
1025,0.00013143528
1026,0.00012823238
1027,0.0001090118
1028,8.876293e-05
1029,8.245331e-05
1030,5.7504458e-05
1031,5.4116153e-06
1032,3.817736e-05
1033,7.4419906e-05
1034,7.717731e-05
1035,9.141487e-05
1036,0.0001090118
1037,0.000113285314
1038,0.000113477145
1039,0.000113477145
1040,0.000113285314
1041,0.0001090118
1042,9.141487e-05
1043,7.717731e-05
1044,7.4419906e-05
1045,3.817736e-05
1046,1.5676975e-05
1047,5.2821746e-05
1048,7.66344e-05
1049,7.717732e-05
1050,8.8762936e-05
1051,9.064619e-05
1052,9.4471005e-05
1053,9.4471005e-05
1054,9.064619e-05
1055,8.8762936e-05
1056,7.717732e-05
1057,7.66344e-05
1058,5.2821746e-05
1059,1.5676975e-05
1060,1.3831045e-05
1061,5.282175e-05
1062,7.441993e-05
1063,8.245332e-05
1064,8.24799e-05
1065,8.0154125e-05
1066,8.0154125e-05
1067,8.24799e-05
1068,8.245332e-05
1069,7.441993e-05
1070,5.282175e-05
1071,1.3831045e-05
1072,1.5676971e-05
1073,3.817735e-05
1074,5.7504454e-05
1075,7.1552946e-05
1076,6.94384e-05
1077,6.94384e-05
1078,7.1552946e-05
1079,5.7504454e-05
1080,3.817735e-05
1081,1.5676971e-05
1082,5.411612e-06
1083,2.571507e-05
1084,6.1735715e-05
1085,6.1735715e-05
1086,2.571507e-05
1087,5.411612e-06
1088,-5.411612e-06
1089,-2.571507e-05
1090,-6.1735715e-05
1091,-6.1735715e-05
1092,-2.571507e-05
1093,-5.411612e-06
1094,-1.5676971e-05
1095,-3.817735e-05
1096,-5.7504454e-05
1097,-7.1552946e-05
1098,-6.94384e-05
1099,-6.94384e-05
1100,-7.1552946e-05
1101,-5.7504454e-05
1102,-3.817735e-05
1103,-1.5676971e-05
1104,-1.3831045e-05
1105,-5.282175e-05
1106,-7.441993e-05
1107,-8.245332e-05
1108,-8.24799e-05
1109,-8.0154125e-05
1110,-8.0154125e-05
1111,-8.24799e-05
1112,-8.245332e-05
1113,-7.441993e-05
1114,-5.282175e-05
1115,-1.3831045e-05
1116,-1.5676975e-05
1117,-5.2821746e-05
1118,-7.66344e-05
1119,-7.717732e-05
1120,-8.8762936e-05
1121,-9.064619e-05
1122,-9.4471005e-05
1123,-9.4471005e-05
1124,-9.064619e-05
1125,-8.8762936e-05
1126,-7.717732e-05
1127,-7.66344e-05
1128,-5.2821746e-05
1129,-1.5676975e-05
1130,-3.817736e-05
1131,-7.4419906e-05
1132,-7.717731e-05
1133,-9.141487e-05
1134,-0.0001090118
1135,-0.000113285314
1136,-0.000113477145
1137,-0.000113477145
1138,-0.000113285314
1139,-0.0001090118
1140,-9.141487e-05
1141,-7.717731e-05
1142,-7.4419906e-05
1143,-3.817736e-05
